race,income,parent_ed,raw_sat_score
Hispanic,Q5,HS,730
Hispanic,Q1,HS,1030
White,Q1,Bachelor,1010
White,Q5,Bachelor,1360
Hispanic,Q5,HS,1000
White,Q4,Bachelor,710
White,Q4,Bachelor,870
White,Q2,HS,970
White,Q2,No HS,840
White,Q5,Grad,960
White,Q3,HS,1150
Hispanic,Q3,Grad,1350
Hispanic,Q1,Bachelor,1050
Black,Q5,HS,1080
Hispanic,Q5,Bachelor,1020
Hispanic,Q5,Bachelor,630
Black,Q3,HS,760
AIAN,Q2,Grad,780
White,Q3,Bachelor,1140
Asian,Q3,Grad,1050
Hispanic,Q4,Bachelor,1060
White,Q4,Grad,1300
Asian,Q5,Grad,1290
Black,Q4,Bachelor,1260
White,Q5,Grad,1190
White,Q5,Grad,1010
AIAN,Q5,Bachelor,1040
White,Q5,Bachelor,920
Black,Q2,HS,1020
Hispanic,Q2,Grad,930
Hispanic,Q1,Bachelor,920
White,Q4,Bachelor,840
Asian,Q5,Grad,1230
White,Q5,Bachelor,1410
White,Q4,Grad,1110
AIAN,Q1,Bachelor,940
Two,Q1,Bachelor,1180
White,Q5,Bachelor,820
White,Q3,Bachelor,1260
Asian,Q5,Bachelor,710
Hispanic,Q2,Grad,1140
Asian,Q2,Bachelor,1080
Two,Q5,Bachelor,950
Hispanic,Q1,Bachelor,810
Black,Q5,Bachelor,1150
Hispanic,Q1,Bachelor,790
White,Q4,Bachelor,900
Hispanic,Q4,Bachelor,1270
Asian,Q4,HS,410
Hispanic,Q1,HS,950
Asian,Q3,HS,1210
White,Q4,Bachelor,1040
White,Q2,Associate,850
Asian,Q3,Grad,1240
Hispanic,Q4,Bachelor,620
White,Q3,Bachelor,1180
White,Q3,Bachelor,910
Black,Q5,Bachelor,840
Hispanic,Q3,Grad,1120
Asian,Q5,No HS,870
Hispanic,Q3,Bachelor,890
White,Q4,HS,850
Black,Q1,Associate,890
Hispanic,Q3,HS,1330
Hispanic,Q3,No HS,1250
Hispanic,Q3,Bachelor,1250
White,Q5,HS,1520
White,Q3,Bachelor,810
Hispanic,Q5,Bachelor,1260
Two,Q5,Grad,880
White,Q5,HS,1340
Hispanic,Q5,HS,1020
Hispanic,Q4,Associate,880
Hispanic,Q5,Bachelor,1270
White,Q3,Grad,1080
White,Q2,No HS,770
White,Q1,Bachelor,1310
Hispanic,Q2,HS,750
White,Q5,No HS,570
Black,Q1,Grad,1070
Asian,Q3,Bachelor,900
White,Q1,No HS,1170
White,Q2,HS,950
White,Q5,HS,1470
White,Q5,Grad,1170
Black,Q5,Grad,750
Asian,Q3,Grad,870
White,Q1,Grad,950
White,Q5,HS,1040
Hispanic,Q5,Bachelor,1110
White,Q5,HS,1130
White,Q2,HS,1170
White,Q2,HS,1160
White,Q1,HS,1220
White,Q3,Grad,1010
White,Q5,Bachelor,1350
White,Q4,Bachelor,1100
White,Q4,Bachelor,1140
Asian,Q2,No HS,880
White,Q3,Grad,1020
White,Q2,Grad,1340
Hispanic,Q4,Grad,1120
White,Q2,Bachelor,930
Black,Q4,Bachelor,1410
Hispanic,Q3,Grad,1040
White,Q5,No HS,1370
Two,Q4,HS,1150
White,Q2,Grad,1130
White,Q5,Grad,1350
White,Q4,Bachelor,1110
Hispanic,Q5,HS,780
Hispanic,Q2,Bachelor,790
Black,Q5,Associate,770
White,Q5,Grad,1150
Black,Q4,HS,740
White,Q5,Grad,1130
White,Q5,Bachelor,770
White,Q4,Bachelor,1020
White,Q4,HS,740
Hispanic,Q5,Bachelor,900
Asian,Q3,HS,1140
Two,Q3,HS,890
White,Q4,Grad,1490
Hispanic,Q3,Bachelor,1070
Hispanic,Q5,Bachelor,970
White,Q1,Associate,780
Two,Q4,Bachelor,980
Two,Q4,Bachelor,1060
White,Q2,Bachelor,1170
Hispanic,Q1,HS,850
White,Q4,Bachelor,1070
Black,Q2,HS,1130
White,Q4,HS,980
White,Q3,HS,1470
Black,Q3,Bachelor,760
Black,Q5,Grad,1410
Asian,Q5,HS,790
Asian,Q2,Grad,920
White,Q4,No HS,750
Black,Q4,Grad,750
White,Q1,Associate,980
White,Q1,Grad,1070
White,Q5,HS,1260
Hispanic,Q4,HS,910
Black,Q5,Bachelor,730
White,Q2,Bachelor,1070
White,Q5,Bachelor,660
White,Q5,Bachelor,1070
Hispanic,Q3,Bachelor,1210
Hispanic,Q5,Grad,890
White,Q2,HS,1210
White,Q1,Bachelor,1120
Black,Q2,Grad,1180
Hispanic,Q2,Grad,1510
White,Q4,Grad,500
Hispanic,Q2,Grad,830
Asian,Q4,HS,1090
Hispanic,Q5,Bachelor,1070
White,Q4,HS,1210
White,Q4,Associate,1070
Hispanic,Q4,HS,790
White,Q2,Grad,620
Hispanic,Q5,Bachelor,900
White,Q1,HS,850
Black,Q4,Grad,920
AIAN,Q2,Bachelor,640
White,Q4,HS,1130
White,Q4,Grad,1160
Black,Q2,Grad,930
White,Q1,Grad,1140
White,Q5,No HS,1180
Hispanic,Q4,HS,740
White,Q5,HS,1240
Asian,Q4,Bachelor,1390
Hispanic,Q3,HS,850
Asian,Q5,HS,1300
White,Q5,No HS,800
White,Q2,Bachelor,1160
White,Q2,Grad,940
White,Q1,Bachelor,1090
Hispanic,Q3,HS,480
White,Q5,Grad,970
Hispanic,Q5,Bachelor,1360
Asian,Q5,Grad,1350
Hispanic,Q1,HS,700
Black,Q2,Bachelor,980
Asian,Q4,Bachelor,1130
White,Q2,HS,1170
Asian,Q4,Bachelor,1210
Hispanic,Q2,No HS,900
Hispanic,Q3,Bachelor,1550
White,Q2,HS,890
White,Q1,Bachelor,960
Asian,Q3,HS,1030
White,Q1,HS,790
White,Q5,Grad,720
White,Q3,Grad,710
White,Q5,Bachelor,1480
Hispanic,Q2,Grad,1060
White,Q5,HS,870
White,Q4,No HS,760
White,Q3,HS,1010
Hispanic,Q5,Bachelor,1020
White,Q5,HS,950
Hispanic,Q5,Bachelor,1200
White,Q1,Bachelor,730
Hispanic,Q1,Grad,1410
Black,Q3,Grad,1250
Hispanic,Q2,Grad,1210
White,Q1,Grad,870
Hispanic,Q4,No HS,690
White,Q4,Bachelor,880
White,Q5,Bachelor,1300
White,Q5,Grad,1200
Asian,Q5,Bachelor,1240
White,Q5,Grad,1330
White,Q5,HS,1250
Hispanic,Q5,HS,1170
White,Q5,Bachelor,1230
White,Q5,Grad,800
Hispanic,Q3,Grad,710
Hispanic,Q3,Grad,1040
White,Q5,Bachelor,1400
Hispanic,Q5,Grad,1180
Black,Q2,Bachelor,1430
Black,Q5,Bachelor,1370
Black,Q5,Grad,1070
Two,Q5,Grad,880
Black,Q5,HS,1070
White,Q5,Grad,1220
Asian,Q2,Grad,1340
Hispanic,Q2,Bachelor,1250
Black,Q1,Grad,580
White,Q4,HS,1270
Black,Q5,Bachelor,1070
Hispanic,Q3,HS,1210
White,Q3,Grad,500
White,Q3,HS,1090
Black,Q3,Bachelor,1120
Hispanic,Q5,No HS,730
White,Q3,Grad,1060
Hispanic,Q2,HS,720
White,Q3,Bachelor,1200
Asian,Q3,Bachelor,1440
White,Q1,Bachelor,910
White,Q1,HS,1000
White,Q2,Grad,1230
Asian,Q5,Bachelor,1330
White,Q5,Bachelor,1390
Black,Q3,HS,850
Black,Q5,Grad,1000
Black,Q3,Bachelor,950
Hispanic,Q5,Bachelor,510
Hispanic,Q1,Grad,840
Asian,Q3,Bachelor,1080
Black,Q4,HS,1440
Hispanic,Q3,HS,860
White,Q4,Bachelor,1480
Black,Q5,Bachelor,810
Hispanic,Q1,Grad,720
Black,Q4,Bachelor,1140
Asian,Q5,Grad,910
Black,Q3,Grad,1230
White,Q4,HS,960
Hispanic,Q1,Grad,920
White,Q1,HS,920
White,Q5,Bachelor,1370
White,Q3,HS,1230
White,Q3,Grad,1110
Hispanic,Q2,HS,1050
AIAN,Q2,Bachelor,580
White,Q4,Grad,1310
White,Q4,HS,1260
Black,Q5,HS,990
Black,Q5,No HS,850
White,Q4,Associate,1100
AIAN,Q5,Grad,1410
White,Q3,Bachelor,990
White,Q1,Grad,1450
White,Q3,No HS,820
White,Q2,Grad,1150
Hispanic,Q4,HS,990
White,Q5,Grad,900
White,Q5,HS,1330
White,Q3,Associate,1230
White,Q5,HS,980
Hispanic,Q4,Grad,1120
White,Q5,Bachelor,1300
White,Q1,Bachelor,680
Hispanic,Q3,HS,840
White,Q4,Grad,910
White,Q5,HS,1400
White,Q3,Associate,810
White,Q5,HS,1200
White,Q5,Grad,1430
Hispanic,Q3,HS,900
Black,Q2,Grad,740
Asian,Q4,HS,710
Black,Q4,Grad,1010
Asian,Q1,Grad,1170
Hispanic,Q4,Bachelor,1160
White,Q4,No HS,930
White,Q3,Bachelor,840
Hispanic,Q5,HS,1120
White,Q3,Grad,1090
Hispanic,Q3,Bachelor,980
White,Q1,HS,1030
Black,Q3,Bachelor,1130
White,Q2,Bachelor,970
White,Q1,Bachelor,750
Hispanic,Q3,Grad,770
Hispanic,Q5,Grad,760
Asian,Q5,Grad,990
White,Q1,Grad,900
Hispanic,Q1,Bachelor,710
Black,Q3,HS,930
White,Q4,Bachelor,1280
White,Q3,Bachelor,1480
Black,Q5,HS,780
Asian,Q5,Grad,1050
White,Q5,HS,1060
White,Q5,Grad,1500
Black,Q5,Bachelor,620
Hispanic,Q3,Grad,930
White,Q1,HS,810
Hispanic,Q5,Bachelor,1240
White,Q5,Bachelor,1150
Asian,Q3,Grad,1070
White,Q2,Grad,600
White,Q1,HS,1200
White,Q1,No HS,990
Hispanic,Q1,Bachelor,1070
White,Q3,Bachelor,770
Hispanic,Q1,Grad,1000
White,Q4,No HS,860
White,Q4,HS,1080
White,Q1,Bachelor,1050
White,Q5,Bachelor,1380
Black,Q4,Grad,1140
White,Q5,HS,890
Asian,Q5,Bachelor,920
White,Q5,Grad,1050
White,Q5,Grad,850
Asian,Q2,Bachelor,1040
White,Q5,Associate,970
Asian,Q4,Grad,1300
Asian,Q5,Grad,1130
Hispanic,Q5,Grad,1090
White,Q5,Bachelor,1210
Asian,Q4,Grad,1030
Asian,Q3,Grad,1190
White,Q5,Bachelor,1080
White,Q5,Bachelor,1110
Hispanic,Q5,HS,910
Black,Q5,Grad,1040
White,Q3,Bachelor,970
White,Q5,Bachelor,1130
Hispanic,Q5,HS,1390
Hispanic,Q5,Bachelor,970
White,Q5,Bachelor,1270
White,Q5,HS,1360
Hispanic,Q4,Grad,1020
Hispanic,Q5,No HS,1390
White,Q5,Grad,1560
Black,Q3,Bachelor,820
White,Q5,Bachelor,810
Asian,Q2,No HS,940
Two,Q3,HS,1460
White,Q2,HS,910
White,Q5,HS,520
Hispanic,Q2,Grad,1320
White,Q4,Bachelor,1040
Hispanic,Q1,Grad,1060
Hispanic,Q1,Bachelor,720
Black,Q1,HS,940
Two,Q4,Grad,820
Black,Q5,Grad,1390
White,Q5,Grad,1530
White,Q4,Bachelor,1310
White,Q4,HS,1200
White,Q5,HS,1240
White,Q1,No HS,1290
Asian,Q4,Grad,1100
White,Q4,Grad,910
White,Q5,Grad,910
Hispanic,Q5,Grad,1230
White,Q3,HS,1020
Hispanic,Q3,Bachelor,1030
White,Q2,No HS,1370
White,Q4,Grad,1270
White,Q5,Grad,1400
White,Q4,Grad,1020
White,Q5,Bachelor,1000
Hispanic,Q1,HS,1090
Hispanic,Q1,Bachelor,880
Hispanic,Q4,HS,1020
White,Q5,Grad,1240
Asian,Q5,Bachelor,1150
White,Q2,HS,1000
White,Q5,Bachelor,1230
White,Q1,Grad,880
Asian,Q4,Associate,1280
Hispanic,Q5,Associate,1150
White,Q3,HS,1010
White,Q1,Bachelor,980
White,Q1,No HS,1190
White,Q2,Grad,1090
White,Q5,Grad,1080
White,Q4,HS,1290
Hispanic,Q5,Bachelor,1070
Black,Q5,Bachelor,1130
White,Q4,Grad,1460
White,Q4,Grad,1010
White,Q5,HS,720
White,Q5,Grad,970
White,Q5,Bachelor,1280
Two,Q2,HS,910
White,Q2,HS,1200
Black,Q5,Bachelor,940
Black,Q3,HS,830
White,Q5,HS,1380
White,Q1,Grad,1040
Two,Q2,Bachelor,1010
Asian,Q2,Grad,930
White,Q2,Grad,1010
Black,Q5,Associate,980
White,Q4,Grad,1140
AIAN,Q4,HS,940
Black,Q5,Grad,1210
Hispanic,Q4,Grad,1160
White,Q3,Bachelor,930
White,Q3,HS,1100
White,Q2,Grad,1100
Hispanic,Q5,Grad,1210
White,Q5,Bachelor,1410
Hispanic,Q4,Bachelor,1040
White,Q5,Bachelor,1030
White,Q1,HS,1030
Hispanic,Q1,Bachelor,930
White,Q4,Bachelor,730
Hispanic,Q4,Grad,1090
White,Q5,HS,830
White,Q2,No HS,580
Hispanic,Q5,Bachelor,1550
Asian,Q5,No HS,760
AIAN,Q2,Bachelor,1120
White,Q2,Bachelor,1110
Hispanic,Q4,Grad,1060
Hispanic,Q5,HS,940
White,Q2,Grad,1210
Black,Q5,Bachelor,960
Hispanic,Q1,Associate,820
White,Q5,Grad,1340
White,Q1,Grad,1320
Hispanic,Q2,Bachelor,850
Two,Q5,Bachelor,1030
Hispanic,Q4,HS,930
White,Q4,HS,1090
White,Q5,Associate,1310
White,Q5,HS,850
Hispanic,Q2,HS,790
Hispanic,Q5,Bachelor,1110
White,Q5,HS,820
White,Q5,Bachelor,600
Hispanic,Q5,Grad,1290
White,Q2,Grad,1290
Hispanic,Q3,Bachelor,1110
Black,Q5,Bachelor,770
White,Q5,HS,1450
Hispanic,Q2,HS,870
Hispanic,Q4,Bachelor,1010
White,Q2,Grad,1340
White,Q3,Grad,1310
White,Q5,Associate,800
Hispanic,Q5,Bachelor,1270
Black,Q3,Grad,1110
White,Q5,HS,750
Hispanic,Q1,HS,990
White,Q2,HS,1030
Black,Q5,HS,1320
White,Q2,Grad,860
Asian,Q1,Associate,940
Hispanic,Q5,Grad,970
Black,Q5,Bachelor,850
Asian,Q5,Bachelor,1330
White,Q4,Grad,900
White,Q2,No HS,800
White,Q5,Bachelor,1100
White,Q5,No HS,1530
White,Q3,Grad,1060
White,Q3,Grad,1160
Black,Q1,No HS,1040
White,Q5,Bachelor,1360
White,Q4,Grad,1150
White,Q5,HS,1150
Hispanic,Q4,HS,1260
Black,Q3,Bachelor,1470
White,Q5,HS,1020
White,Q1,Grad,780
Two,Q4,Bachelor,530
White,Q3,Grad,1340
Hispanic,Q3,Bachelor,980
Hispanic,Q3,HS,1190
Hispanic,Q2,Grad,1060
Asian,Q5,Grad,1220
Two,Q2,HS,720
Hispanic,Q3,Grad,1330
Hispanic,Q5,Bachelor,1360
White,Q3,Bachelor,1570
White,Q5,Bachelor,900
White,Q2,Grad,840
Black,Q2,Bachelor,1000
White,Q5,Bachelor,1080
Hispanic,Q4,Associate,1020
Asian,Q4,HS,660
Asian,Q5,Grad,900
Hispanic,Q2,HS,880
Hispanic,Q5,Bachelor,1100
Hispanic,Q1,Grad,1300
Asian,Q4,Bachelor,1210
Hispanic,Q2,Associate,1070
Hispanic,Q5,Associate,990
Asian,Q5,Associate,1030
Asian,Q5,Bachelor,960
White,Q5,HS,980
White,Q4,Bachelor,1330
White,Q4,Grad,1130
White,Q5,Bachelor,1090
Hispanic,Q3,Grad,860
White,Q1,Bachelor,1120
White,Q5,Bachelor,840
Black,Q3,Grad,1020
Asian,Q3,HS,900
White,Q1,No HS,1290
Hispanic,Q4,HS,1160
White,Q3,HS,910
Asian,Q2,HS,960
Black,Q4,Bachelor,1320
White,Q1,Grad,1240
Hispanic,Q5,Bachelor,1180
Hispanic,Q5,Bachelor,870
Hispanic,Q1,Bachelor,1060
White,Q3,Bachelor,1150
Hispanic,Q1,HS,810
Asian,Q5,No HS,1110
White,Q5,Grad,1230
White,Q4,No HS,1130
White,Q3,Bachelor,1050
Hispanic,Q4,Grad,750
Two,Q1,Grad,850
White,Q5,No HS,960
White,Q1,Associate,1390
White,Q4,HS,1090
White,Q3,Bachelor,810
Hispanic,Q1,HS,730
Hispanic,Q3,Grad,1380
White,Q2,Grad,1120
Asian,Q5,HS,1310
White,Q4,HS,1000
White,Q3,Bachelor,730
White,Q1,Grad,1260
White,Q5,Grad,1360
White,Q5,Grad,800
White,Q2,Bachelor,760
White,Q2,HS,1090
White,Q3,Associate,590
White,Q5,Associate,1040
White,Q4,Grad,1360
Hispanic,Q1,Grad,910
White,Q3,Associate,1060
White,Q5,Bachelor,820
Black,Q5,Bachelor,950
White,Q2,HS,1060
White,Q5,Bachelor,1050
White,Q3,Bachelor,1190
Black,Q4,Grad,1190
White,Q4,No HS,870
Hispanic,Q3,HS,1270
Asian,Q4,HS,1050
Hispanic,Q2,Grad,1100
White,Q5,HS,1080
White,Q1,Associate,1270
Hispanic,Q3,Bachelor,1120
Hispanic,Q5,Grad,1040
Black,Q3,HS,910
Asian,Q4,HS,940
Hispanic,Q3,HS,1340
Hispanic,Q5,Bachelor,1460
White,Q5,Bachelor,1300
White,Q2,No HS,1480
Hispanic,Q1,Bachelor,1140
Two,Q2,Grad,590
Two,Q3,Grad,1050
Black,Q4,HS,1140
White,Q2,HS,1080
White,Q5,Grad,1170
White,Q3,Grad,1090
Two,Q3,HS,1010
White,Q3,Bachelor,1030
White,Q5,HS,1030
White,Q4,Bachelor,1320
Hispanic,Q5,Bachelor,630
White,Q1,Bachelor,1160
Hispanic,Q4,HS,600
Hispanic,Q3,Grad,1050
Black,Q2,HS,860
White,Q4,Bachelor,990
White,Q1,Grad,1400
Hispanic,Q5,HS,770
AIAN,Q1,Bachelor,980
Hispanic,Q5,Grad,950
White,Q1,Grad,780
Two,Q1,Grad,1100
Hispanic,Q5,Grad,1250
White,Q5,No HS,780
Asian,Q5,Bachelor,1350
Hispanic,Q3,Bachelor,1380
White,Q3,No HS,910
Hispanic,Q1,Bachelor,980
White,Q3,Grad,940
White,Q5,Bachelor,970
White,Q5,Grad,750
Hispanic,Q1,Bachelor,1350
Hispanic,Q3,Bachelor,1320
Black,Q3,Grad,930
Hispanic,Q5,Bachelor,780
Black,Q2,Bachelor,1140
White,Q1,HS,1130
Hispanic,Q3,Grad,810
White,Q1,HS,1150
White,Q4,Grad,1280
Hispanic,Q2,Grad,1040
White,Q3,Bachelor,860
Asian,Q4,Grad,1440
White,Q5,No HS,890
Hispanic,Q1,Bachelor,1200
White,Q5,HS,1290
Hispanic,Q1,Bachelor,890
Asian,Q5,HS,660
Hispanic,Q5,HS,840
White,Q4,Grad,740
White,Q5,HS,940
Hispanic,Q4,Grad,1280
White,Q2,HS,1020
Asian,Q5,HS,930
White,Q3,Bachelor,1090
White,Q1,Bachelor,1160
White,Q5,Bachelor,1220
Hispanic,Q4,No HS,1210
Two,Q5,Associate,1240
White,Q3,Bachelor,1360
Hispanic,Q4,Bachelor,1330
White,Q3,Bachelor,1310
Hispanic,Q1,HS,880
White,Q3,HS,870
Hispanic,Q5,Bachelor,1350
White,Q4,Grad,1190
Two,Q2,Grad,1410
Hispanic,Q2,Grad,1130
Hispanic,Q5,Bachelor,1010
Black,Q1,Bachelor,900
White,Q2,Grad,1380
White,Q5,Bachelor,800
White,Q3,Grad,1200
Hispanic,Q3,Associate,780
White,Q2,Bachelor,910
Hispanic,Q5,Bachelor,1100
White,Q3,Grad,990
Hispanic,Q3,Grad,1020
Hispanic,Q3,Bachelor,480
White,Q1,Grad,840
White,Q1,Grad,1060
White,Q1,Associate,1010
White,Q5,Bachelor,1180
White,Q4,HS,1160
White,Q5,Associate,1030
Hispanic,Q3,Bachelor,1130
Two,Q2,HS,1440
White,Q1,No HS,970
Two,Q1,HS,850
Two,Q3,Associate,720
White,Q4,HS,1080
White,Q5,Grad,1220
Black,Q5,Bachelor,910
Asian,Q2,HS,900
White,Q4,HS,900
Black,Q2,HS,790
Hispanic,Q4,Bachelor,970
White,Q1,Bachelor,720
White,Q5,Bachelor,1230
White,Q5,No HS,920
Asian,Q5,No HS,1010
White,Q4,HS,1270
Hispanic,Q3,HS,1100
Black,Q5,Bachelor,1460
White,Q5,Bachelor,1240
White,Q2,Bachelor,1200
Two,Q5,Grad,1200
White,Q3,Grad,1350
Black,Q2,HS,1110
White,Q2,Associate,1000
Asian,Q5,Bachelor,1100
Asian,Q2,Grad,1390
Asian,Q4,Bachelor,1230
White,Q1,Bachelor,1250
White,Q2,HS,1170
White,Q5,Bachelor,1240
Hispanic,Q2,Bachelor,1240
Black,Q2,Bachelor,1060
White,Q3,HS,1220
Asian,Q4,Associate,1280
White,Q1,Bachelor,970
Black,Q4,Grad,1120
White,Q4,HS,1100
White,Q5,Bachelor,1060
Hispanic,Q1,Bachelor,1010
Hispanic,Q3,Grad,1210
White,Q3,Grad,1270
Hispanic,Q5,No HS,910
White,Q5,HS,1090
White,Q2,HS,580
White,Q4,Bachelor,920
Hispanic,Q5,HS,850
Black,Q5,Bachelor,1010
Asian,Q4,Bachelor,1110
Asian,Q4,Associate,1250
Two,Q4,HS,1090
Asian,Q5,No HS,1240
White,Q4,Bachelor,960
Black,Q4,Bachelor,660
Hispanic,Q2,HS,800
Asian,Q1,No HS,940
White,Q5,HS,1060
Black,Q4,Grad,950
Hispanic,Q5,Grad,910
White,Q2,Bachelor,890
White,Q3,HS,1030
White,Q5,Bachelor,1140
Black,Q4,No HS,600
White,Q4,Grad,1110
White,Q4,No HS,1290
White,Q5,No HS,1340
Asian,Q5,No HS,1270
Asian,Q1,HS,970
White,Q2,Bachelor,1230
Hispanic,Q5,HS,1180
Black,Q5,Bachelor,1050
Asian,Q3,Bachelor,1140
White,Q4,Grad,1100
Asian,Q5,Grad,1070
White,Q1,Bachelor,940
Hispanic,Q3,Grad,1200
White,Q3,Grad,1060
White,Q2,Bachelor,750
Asian,Q4,HS,990
Asian,Q4,Bachelor,890
White,Q1,HS,840
Hispanic,Q4,No HS,1400
White,Q5,No HS,970
Two,Q5,Bachelor,1340
White,Q2,HS,1120
Asian,Q5,Grad,1420
Asian,Q1,Grad,1280
White,Q5,Grad,800
AIAN,Q4,Bachelor,1300
White,Q3,Grad,980
Hispanic,Q1,No HS,1260
Hispanic,Q5,HS,1090
White,Q1,Bachelor,1240
Two,Q4,Bachelor,1440
Hispanic,Q2,Bachelor,860
White,Q1,Bachelor,560
White,Q4,Bachelor,940
White,Q4,HS,1180
Hispanic,Q2,HS,940
Hispanic,Q4,Bachelor,1100
White,Q2,Grad,1010
White,Q5,HS,1070
Hispanic,Q4,HS,530
Black,Q1,HS,1130
White,Q2,HS,1220
Asian,Q3,Grad,1130
Hispanic,Q5,Bachelor,1040
White,Q1,Grad,1170
White,Q5,HS,830
Hispanic,Q5,HS,950
White,Q5,Bachelor,1160
White,Q3,Grad,1060
AIAN,Q1,Grad,1140
Hispanic,Q3,Bachelor,860
Hispanic,Q3,HS,950
Black,Q5,HS,1430
White,Q4,Bachelor,1290
Hispanic,Q2,HS,1090
White,Q5,HS,870
White,Q4,Bachelor,710
White,Q3,Bachelor,1190
Hispanic,Q3,Grad,1350
Two,Q2,Bachelor,1070
White,Q3,Grad,1160
White,Q4,HS,1500
Hispanic,Q3,Bachelor,920
Hispanic,Q4,HS,1120
White,Q5,Bachelor,1000
White,Q1,No HS,900
Asian,Q5,Bachelor,910
Hispanic,Q5,Bachelor,890
Hispanic,Q5,Bachelor,1180
Black,Q4,Grad,790
White,Q3,Bachelor,1230
Black,Q5,HS,1210
Hispanic,Q2,HS,1030
Hispanic,Q1,Bachelor,830
Asian,Q4,Bachelor,1210
Black,Q4,HS,1180
White,Q5,Bachelor,1280
Asian,Q5,Grad,1310
Hispanic,Q4,Bachelor,970
Asian,Q2,HS,1250
Black,Q5,HS,570
Black,Q2,Bachelor,660
Hispanic,Q4,HS,1220
Hispanic,Q3,Grad,1090
Two,Q3,Bachelor,960
Asian,Q4,Associate,1150
Black,Q5,Grad,1170
White,Q2,HS,1090
Asian,Q5,Bachelor,1020
Black,Q2,HS,850
White,Q5,Bachelor,700
White,Q5,No HS,1100
White,Q2,Grad,1180
Asian,Q5,Bachelor,1140
White,Q5,Grad,660
Asian,Q3,Bachelor,840
White,Q2,Bachelor,1260
Hispanic,Q5,No HS,1430
Hispanic,Q3,Grad,1150
Hispanic,Q5,HS,1150
Black,Q5,Bachelor,890
Hispanic,Q2,Bachelor,980
Hispanic,Q5,Grad,1320
Black,Q4,Grad,1050
White,Q1,HS,1520
White,Q5,Bachelor,1130
Two,Q1,Grad,860
White,Q4,Grad,1160
White,Q4,Bachelor,970
Two,Q2,Grad,1130
Asian,Q5,Grad,1160
Asian,Q3,HS,960
White,Q2,Bachelor,1000
Black,Q1,HS,950
White,Q5,Bachelor,950
Two,Q5,No HS,750
Asian,Q1,Bachelor,1170
White,Q5,Grad,1050
White,Q1,HS,1390
Hispanic,Q5,Bachelor,1440
Hispanic,Q4,Grad,1390
Hispanic,Q5,Grad,840
Hispanic,Q1,Bachelor,1230
Hispanic,Q1,Grad,540
White,Q4,HS,1350
White,Q2,Grad,1000
AIAN,Q4,Grad,830
Black,Q1,No HS,740
White,Q2,HS,810
White,Q5,Grad,1200
Hispanic,Q5,Grad,1220
White,Q4,HS,530
Hispanic,Q1,Grad,1350
White,Q4,Bachelor,1220
Asian,Q5,Bachelor,710
Hispanic,Q3,No HS,960
White,Q2,Bachelor,1300
Black,Q4,Grad,1170
White,Q5,Grad,1220
Hispanic,Q4,HS,1120
White,Q5,HS,780
Hispanic,Q4,HS,910
White,Q5,HS,1350
Two,Q4,HS,820
Hispanic,Q4,Grad,1010
Hispanic,Q1,Grad,1060
Black,Q5,Grad,1230
Hispanic,Q5,Grad,1210
Hispanic,Q5,HS,460
Black,Q4,Bachelor,1220
Hispanic,Q5,HS,1010
White,Q4,Grad,1070
White,Q3,No HS,1100
White,Q3,Grad,980
White,Q4,Associate,1290
White,Q3,Bachelor,1010
Asian,Q5,Associate,1120
White,Q5,HS,1080
White,Q4,Bachelor,850
Hispanic,Q5,No HS,1440
Two,Q4,Grad,1070
Asian,Q5,Grad,940
White,Q4,Grad,790
White,Q5,Bachelor,940
White,Q1,HS,940
White,Q5,Bachelor,1030
Asian,Q5,Grad,940
White,Q1,Bachelor,1030
Asian,Q5,HS,1000
Hispanic,Q4,Bachelor,1140
Asian,Q5,Grad,1050
Black,Q5,Grad,1240
Black,Q5,Grad,1150
Black,Q3,Bachelor,970
Hispanic,Q5,Bachelor,470
Hispanic,Q3,HS,1210
Black,Q4,No HS,730
Black,Q5,Bachelor,660
White,Q5,Bachelor,1420
White,Q3,Bachelor,1220
Two,Q2,Bachelor,1090
White,Q5,Grad,1510
Black,Q5,Grad,780
Black,Q2,No HS,1190
Hispanic,Q5,Grad,1010
Asian,Q4,HS,1020
Hispanic,Q2,HS,870
White,Q5,Bachelor,1220
White,Q1,Grad,1040
Black,Q1,Bachelor,1170
Asian,Q2,Grad,1190
White,Q1,Grad,1220
Asian,Q1,HS,930
Asian,Q4,Grad,1450
White,Q5,HS,670
Hispanic,Q4,No HS,950
Black,Q5,Grad,1140
Hispanic,Q5,HS,1050
Black,Q3,Grad,1200
White,Q5,Grad,850
White,Q2,HS,870
White,Q3,No HS,1160
Hispanic,Q1,Bachelor,930
White,Q4,No HS,1110
White,Q3,Grad,1170
Hispanic,Q4,Bachelor,850
Asian,Q3,Bachelor,1140
White,Q2,No HS,1050
White,Q3,HS,1000
Black,Q3,Bachelor,1140
White,Q3,Associate,1350
White,Q5,Associate,1300
White,Q4,No HS,960
Hispanic,Q3,Grad,1180
White,Q3,Grad,1080
White,Q4,Bachelor,890
Black,Q5,Bachelor,940
White,Q5,HS,860
White,Q3,Bachelor,1440
White,Q4,Grad,1230
Hispanic,Q5,Bachelor,1020
Asian,Q2,HS,900
NHPI,Q5,Associate,990
Asian,Q4,HS,1120
White,Q3,Bachelor,1240
White,Q5,Bachelor,860
Hispanic,Q4,Bachelor,1010
White,Q4,HS,1080
